external_image_id,prompt_id,prompt_index,prompt,provider,underlying_generator_vendor,generator_family,generator_key,requested_model_endpoint,actual_model_endpoint,compatibility_adjustment,request_id,returned_url,generation_timestamp,generation_seed,seed_supported,requested_settings_json,actual_width,actual_height,content_type,native_extension,native_path,file_size_bytes,sha256,generation_status,retry_count,provenance_verified,notes
EXT_GPT2_0016,P0016,16,"Photorealistic natural camera photograph. A gated grassy noel has a shorted stop sign stuck in part of the land.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),,https://v3b.fal.media/files/b/0aa7cbac/proM4-bbTGPZwcjC3ZZfC_WrMikKQ7.png,2026-08-25T20:04:59.239450+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A gated grassy noel has a shorted stop sign stuck in part of the land.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0016.png,1507812,5906267671ddd8d533303a88b443550f544b08ff622775f7a30be38a113c0f28,success,0,true,
EXT_GPT2_0017,P0017,17,"Photorealistic natural camera photograph. A crowd of people standing on a field flying kites.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),,https://v3b.fal.media/files/b/0aa7cbbd/a9dz8akUePfFXQoUoutbS_OD7XvwaP.png,2026-08-25T20:07:05.198868+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A crowd of people standing on a field flying kites.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0017.png,1132292,fd165755da7c7a6aa0b993bde748a5e9dbc0ac3942408a64e8a7b3c927f3002d,success,0,true,
EXT_GPT2_0018,P0018,18,"Photorealistic natural camera photograph. A few people on skis skiing on a snowy mountain.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),,https://v3b.fal.media/files/b/0aa7cbca/oWnhF3nibUUtKLp7wOX7Q_AYneGWDy.png,2026-08-25T20:09:26.124361+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A few people on skis skiing on a snowy mountain.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0018.png,1197956,0566a9825ed514332f80fe8cb4dffda1758472176d5c5dfcdd393ae46b336889,success,0,true,
EXT_GPT2_0019,P0019,19,"Photorealistic natural camera photograph. A broccoli and pasta salad with oil and vinegar dressing.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),,https://v3b.fal.media/files/b/0aa7cbed/KfSriImP4Kd9NEN7rmuiP_9k51amMl.png,2026-08-25T20:12:17.347178+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A broccoli and pasta salad with oil and vinegar dressing.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0019.png,1115235,a7fff726cee8ab1bb5c306d0a245a3e342f7d725c54d8523f3fea75a3221709b,success,0,true,
EXT_GPT2_0020,P0020,20,"Photorealistic natural camera photograph. A display case in a bakery filled with donuts.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),,https://v3b.fal.media/files/b/0aa7cbfe/Cs4kIbGl7R0BXb87nW_x6_qdkBySnp.png,2026-08-25T20:14:35.617299+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A display case in a bakery filled with donuts.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0020.png,1305978,f790575cf6bd5cd66b73b624ff13f8771537a88d15d028d48a5db4177289637d,success,0,true,
EXT_GPT2_0021,P0021,21,"Photorealistic natural camera photograph. A fancy desert on a table with a number of drinking glasses.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ab8-7ba3-7710-af6b-cf1f94313148,https://v3b.fal.media/files/b/0aa7cd19/iPDFiYBoi58wh0KYYGawp_qTAzflMF.png,2026-08-25T21:01:40.117579+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A fancy desert on a table with a number of drinking glasses.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0021.png,1015041,9cc01b26221245782f994a0b4ae4d2ddc7d97d624b5fbd05c2bbedac522ef3e8,success,0,true,queue_http_poller
EXT_GPT2_0022,P0022,22,"Photorealistic natural camera photograph. A boy swinging a bat with a catcher in place behind the batter.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03aba-9127-7190-9a26-9278a1f74a13,https://v3b.fal.media/files/b/0aa7cd12/LZ9-qXlekzq4-VTrBS9oM_5kBA8zin.png,2026-08-25T21:04:03.396520+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A boy swinging a bat with a catcher in place behind the batter.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0022.png,1171864,931078702edd0f73680e96e3fb07b349395eda22e853cd06c5c6efbc9993b85f,success,0,true,queue_http_poller
EXT_GPT2_0023,P0023,23,"Photorealistic natural camera photograph. A man is riding a motorcycle on a city street.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03abc-c0c5-7380-a217-88591e7db2dc,https://v3b.fal.media/files/b/0aa7cd20/bR16-hl1AlzIZBedagv3e_qol1mdB4.png,2026-08-25T21:06:33.888688+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A man is riding a motorcycle on a city street.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0023.png,980831,d03d0ad32c74f5596649441ccd8fa25f525a6c38a9937800c3d307d3af80cb2b,success,0,true,queue_http_poller
EXT_GPT2_0024,P0024,24,"Photorealistic natural camera photograph. A bathroom with matching shower curtain and rug. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03abf-0cb6-73c0-8620-c0a308a91829,https://v3b.fal.media/files/b/0aa7cd2f/fAJXtlPsMUjvMFDfsAhs-_lYH8C0Dn.png,2026-08-25T21:08:31.362337+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A bathroom with matching shower curtain and rug. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0024.png,1164869,836aeafd8a4ef9ca4dc24da9f1e68910c01ee2c93dbc73bc31e95197085914e6,success,0,true,queue_http_poller
EXT_GPT2_0025,P0025,25,"Photorealistic natural camera photograph. A blue pot of tomato sauce with a wooden ladle.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ac0-d7a2-7953-a24a-54ce21ca1538,https://v3b.fal.media/files/b/0aa7cd3b/WXSkmMNhwVqiWCX1lUrZ__YqZbGGeB.png,2026-08-25T21:10:57.150774+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A blue pot of tomato sauce with a wooden ladle.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0025.png,1068816,fdca5abee4f4a1d8d01836a9c89a4dd8e2db3bc7db07e37282a7edce331db027,success,0,true,queue_http_poller
EXT_GPT2_0026,P0026,26,"Photorealistic natural camera photograph. A bright green train is pulled up for awaiting customers.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ac3-10e9-7112-be06-8253591662a5,https://v3b.fal.media/files/b/0aa7cd49/1lxQf1InQ-i3prSdbRI1f_IkBUXP7D.png,2026-08-25T21:13:18.319433+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A bright green train is pulled up for awaiting customers.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0026.png,1175061,57476acb14c4387258e826ccc76f9c93c06cd20d7f0fb689eace26140ce3be10,success,0,true,queue_http_poller
EXT_GPT2_0027,P0027,27,"Photorealistic natural camera photograph. A couple of baby elephants snugging trunks while standing on a  dirt field... No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ac5-384e-7c30-91ee-530ae51f8cb3,https://v3b.fal.media/files/b/0aa7cd57/CMz-PKn0WyAJcD5OCuK5O_Az9iKa8W.png,2026-08-25T21:16:03.880038+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A couple of baby elephants snugging trunks while standing on a  dirt field... No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0027.png,1339306,a97863d28ef7bdb2386359db8a7e8653294e4b4807f1367f48409eadc708d387,success,0,true,queue_http_poller
EXT_GPT2_0028,P0028,28,"Photorealistic natural camera photograph. A boy doing a stunt on a skateboard. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03ac7-bf02-7c13-95fd-738f75e30c30,https://v3b.fal.media/files/b/0aa7cd68/4g_aTyKhpuXd1rFeweYak_HLPxYNDv.png,2026-08-25T21:18:36.183449+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A boy doing a stunt on a skateboard. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0028.png,1062305,090366e3ae82d93ab40132c442e1c98053dc30a755d74f338192139e63c19da9,success,0,true,queue_http_poller
EXT_GPT2_0029,P0029,29,"Photorealistic natural camera photograph. A girl pins a bouttoniere on the lapel of her date.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03aca-173a-7410-b62c-8b789fdc57a4,https://v3b.fal.media/files/b/0aa7cd77/E-LuogrxrH07itcyNrI1h_LtKsq6iG.png,2026-08-25T21:20:46.720618+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A girl pins a bouttoniere on the lapel of her date.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0029.png,999949,832a832d77b35427cc377c6bf2f11bf403c6022d2ce8c744c4ee0bcdf43af0a4,success,1,true,queue_http_poller
EXT_GPT2_0030,P0030,30,"Photorealistic natural camera photograph. A black mouse with blue light-up parts is next to a gray keyboard.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03acc-0fe5-78a1-9e61-059a3073e44a,https://v3b.fal.media/files/b/0aa7cd99/aUHcQRh-0g_YI82wGSIVy_j4BbGDgx.png,2026-08-25T21:22:51.317163+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A black mouse with blue light-up parts is next to a gray keyboard.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0030.png,980412,aa5ca3cd65f5fc043799bb01fa94c336427ef6ec69ad677538fbe5c5a094e827,success,0,true,queue_http_poller
EXT_GPT2_0031,P0031,31,"Photorealistic natural camera photograph. A metallic refrigerator freezer sitting in a kitchen.. No text, no watermark, realistic lighting and camera detail.",fal.ai,OpenAI,GPT Image 2,gpt_image_2,openai/gpt-image-2,openai/gpt-image-2,image_size=square (validated in P0001 smoke test),01a03acd-fbec-7672-a97a-cfed1a2b2ba7,https://v3b.fal.media/files/b/0aa7cda6/_aq7a0OePn2oPBI5mu9m9_j4UM5gY5.png,2026-08-25T21:24:57.169176+00:00,,false,"{""image_size"": ""square"", ""num_images"": 1, ""output_format"": ""png"", ""prompt"": ""Photorealistic natural camera photograph. A metallic refrigerator freezer sitting in a kitchen.. No text, no watermark, realistic lighting and camera detail."", ""quality"": ""high""}",816,816,image/png,.png,data/external_v1/native/ai/gpt_image_2/GPT2_P0031.png,860142,f19d52210e50afbea40003b1b02f34853addb05496486b32e2265a9e56c9b7bf,success,1,true,queue_http_poller
