image_id,fold_model,label,generator_id,real_domain,original_role,p_ai
EXT_REAL_0214,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.020438866689801216
EXT_REAL_0216,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0017832147423177958
EXT_REAL_0228,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.08146527409553528
EXT_REAL_0235,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.00036096872645430267
EXT_REAL_0243,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.020327679812908173
EXT_REAL_0249,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.012578723020851612
EXT_REAL_0255,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.004225820768624544
EXT_REAL_0267,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0034971400164067745
EXT_REAL_0272,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0008305755909532309
EXT_REAL_0278,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0015904837055131793
EXT_REAL_0281,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.003996385261416435
EXT_REAL_0291,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0061279162764549255
EXT_REAL_0297,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0009905319893732667
EXT_REAL_0304,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.005200817249715328
EXT_REAL_0322,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0034506546799093485
EXT_REAL_0331,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.009755897335708141
EXT_REAL_0336,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.025828104466199875
EXT_REAL_0341,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0005151102668605745
EXT_REAL_0345,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.008978709578514099
EXT_REAL_0350,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0006708960281684995
EXT_REAL_0355,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.002637444995343685
EXT_REAL_0357,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.2721084654331207
EXT_REAL_0360,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.005972845945507288
EXT_REAL_0368,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.001450428506359458
EXT_REAL_0369,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.03478523716330528
EXT_REAL_0373,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.05803808197379112
EXT_REAL_0378,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0016833310946822166
EXT_REAL_0380,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0017469832673668861
EXT_REAL_0396,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.011921079829335213
EXT_REAL_0397,4,0,real::COCO,COCO,REAL_INTERNAL_HOLDOUT,0.0013326698681339622
MLLM_HYB_real_105,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.20453807711601257
MLLM_HYB_real_109,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.4720975458621979
MLLM_HYB_real_113,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.2956339418888092
MLLM_HYB_real_13,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.128362774848938
MLLM_HYB_real_131,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.6293307542800903
MLLM_HYB_real_133,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.20295293629169464
MLLM_HYB_real_146,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.2780987620353699
MLLM_HYB_real_148,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.11097080260515213
MLLM_HYB_real_155,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.018970904871821404
MLLM_HYB_real_165,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.3473047614097595
MLLM_HYB_real_170,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.11047999560832977
MLLM_HYB_real_171,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.43824702501296997
MLLM_HYB_real_172,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.7618243098258972
MLLM_HYB_real_177,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.3261319100856781
MLLM_HYB_real_180,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.3671235144138336
MLLM_HYB_real_25,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.7156925201416016
MLLM_HYB_real_37,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.5369759202003479
MLLM_HYB_real_45,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.8700106739997864
MLLM_HYB_real_47,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.3672582805156708
MLLM_HYB_real_48,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.041330140084028244
MLLM_HYB_real_5,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.4843980669975281
MLLM_HYB_real_52,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.5537586808204651
MLLM_HYB_real_54,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.2697623372077942
MLLM_HYB_real_63,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.7107223868370056
MLLM_HYB_real_76,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.8824880719184875
MLLM_HYB_real_78,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.7754473090171814
MLLM_HYB_real_81,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.9077222347259521
MLLM_HYB_real_88,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.6331712007522583
MLLM_HYB_real_93,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.915495753288269
MLLM_HYB_real_95,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.3164384961128235
MLLM_STR_real_116,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.36596420407295227
MLLM_STR_real_13,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.004314530175179243
MLLM_STR_real_14,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.008207442238926888
MLLM_STR_real_148,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.21094617247581482
MLLM_STR_real_161,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0007360360468737781
MLLM_STR_real_17,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.33363625407218933
MLLM_STR_real_18,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.000269722833763808
MLLM_STR_real_188,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.011053708381950855
MLLM_STR_real_189,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0061211129650473595
MLLM_STR_real_190,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.04087267443537712
MLLM_STR_real_193,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0021589489188045263
MLLM_STR_real_201,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.001779654179699719
MLLM_STR_real_209,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.007771551143378019
MLLM_STR_real_214,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.001173157710582018
MLLM_STR_real_227,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0012927540810778737
MLLM_STR_real_238,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.002826499519869685
MLLM_STR_real_247,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0019518083427101374
MLLM_STR_real_249,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.010776654817163944
MLLM_STR_real_253,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.01179916225373745
MLLM_STR_real_26,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0007739064749330282
MLLM_STR_real_261,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.014816452749073505
MLLM_STR_real_273,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0034145067911595106
MLLM_STR_real_274,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.003258940763771534
MLLM_STR_real_276,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.002193150343373418
MLLM_STR_real_296,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.001842695171944797
MLLM_STR_real_30,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.004510974511504173
MLLM_STR_real_304,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.010467643849551678
MLLM_STR_real_306,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00023853352467995137
MLLM_STR_real_31,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.001706169918179512
MLLM_STR_real_312,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00036223733332008123
MLLM_STR_real_313,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0027729033026844263
MLLM_STR_real_40,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0044071185402572155
MLLM_STR_real_42,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0014965949812904
MLLM_STR_real_54,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.23028036952018738
MLLM_STR_real_58,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.012925686314702034
MLLM_STR_real_59,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.004743925295770168
MLLM_STR_real_6,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0035301214084029198
MLLM_STR_real_69,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.012497300282120705
MLLM_STR_real_72,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.007438382133841515
MLLM_STR_real_75,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.007060836534947157
MLLM_STR_real_76,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0013735147658735514
MLLM_STR_real_78,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0028759033884853125
MLLM_STR_real_84,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0017136296955868602
MLLM_STR_real_85,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.01089995726943016
MLLM_STR_real_89,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.001612247433513403
MLLM_TEX_real_1,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.025339122861623764
MLLM_TEX_real_101,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0018573976121842861
MLLM_TEX_real_109,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0026024486869573593
MLLM_TEX_real_111,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.002377750352025032
MLLM_TEX_real_116,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0027293777093291283
MLLM_TEX_real_121,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0012696426128968596
MLLM_TEX_real_125,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0012602991191670299
MLLM_TEX_real_132,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.023712383583188057
MLLM_TEX_real_137,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.002544209361076355
MLLM_TEX_real_142,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00184342497959733
MLLM_TEX_real_143,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.004169539548456669
MLLM_TEX_real_149,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0008763445075601339
MLLM_TEX_real_151,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.010005783289670944
MLLM_TEX_real_16,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.009268446825444698
MLLM_TEX_real_163,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0009568087989464402
MLLM_TEX_real_168,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0007893043220974505
MLLM_TEX_real_169,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0017189173959195614
MLLM_TEX_real_171,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0002229771198472008
MLLM_TEX_real_172,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0008868605364114046
MLLM_TEX_real_173,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0024375661741942167
MLLM_TEX_real_174,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.22009940445423126
MLLM_TEX_real_175,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.000804176670499146
MLLM_TEX_real_190,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0981745719909668
MLLM_TEX_real_197,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0005565618630498648
MLLM_TEX_real_198,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0007675615488551557
MLLM_TEX_real_201,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0017528514144942164
MLLM_TEX_real_204,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00026477224309928715
MLLM_TEX_real_211,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.007071736268699169
MLLM_TEX_real_214,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.003829304361715913
MLLM_TEX_real_216,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0007631654152646661
MLLM_TEX_real_37,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00661888811737299
MLLM_TEX_real_42,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0036147988867014647
MLLM_TEX_real_51,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0024322220124304295
MLLM_TEX_real_56,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.00020235138072166592
MLLM_TEX_real_60,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.030339617282152176
MLLM_TEX_real_63,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.000684575701598078
MLLM_TEX_real_79,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.005692785605788231
MLLM_TEX_real_86,4,0,real::MLLM,MLLM,REAL_INTERNAL_HOLDOUT,0.0008060866384766996
QWEN_0042_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.7946590781211853
QWEN_0042_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.8325961828231812
QWEN_0042_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.8295653462409973
QWEN_0042_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.6514409184455872
QWEN_0042_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.046727314591407776
QWEN_0042_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.9577228426933289
QWEN_0042_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.9657989144325256
QWEN_0042_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.7688367366790771
QWEN_0042_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.9334878921508789
QWEN_0042_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.05413736402988434
QWEN_0042_kling_v2_1,4,1,qwen::kling_v2_1,,PROMPT_BLOCKED,0.9923449158668518
QWEN_0042_nano_banana_20,4,1,qwen::nano-banana-2.0,,PROMPT_BLOCKED,0.22495022416114807
QWEN_0042_nano_banana_pro,4,1,qwen::nano-banana-pro,,PROMPT_BLOCKED,0.9791315793991089
QWEN_0060_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.01374820340424776
QWEN_0060_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.38428908586502075
QWEN_0060_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.23414403200149536
QWEN_0060_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.7391128540039062
QWEN_0060_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.2977311313152313
QWEN_0060_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.04247687757015228
QWEN_0060_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.5008261203765869
QWEN_0060_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.2650681436061859
QWEN_0060_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.30451449751853943
QWEN_0060_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.8283686637878418
QWEN_0060_kling_v2_1,4,1,qwen::kling_v2_1,,PROMPT_BLOCKED,0.13908939063549042
QWEN_0060_nano_banana_20,4,1,qwen::nano-banana-2.0,,PROMPT_BLOCKED,0.13626933097839355
QWEN_0060_nano_banana_pro,4,1,qwen::nano-banana-pro,,PROMPT_BLOCKED,0.9663354158401489
QWEN_0065_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.04817726090550423
QWEN_0065_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.01832488924264908
QWEN_0065_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.4559995234012604
QWEN_0065_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.4359399676322937
QWEN_0065_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.009712929837405682
QWEN_0065_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.581142783164978
QWEN_0065_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.8369645476341248
QWEN_0065_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.004655090160667896
QWEN_0065_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.2090269774198532
QWEN_0065_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.03420325741171837
QWEN_0065_kling_v2_1,4,1,qwen::kling_v2_1,,PROMPT_BLOCKED,0.08240199089050293
QWEN_0065_nano_banana_20,4,1,qwen::nano-banana-2.0,,PROMPT_BLOCKED,0.023580320179462433
QWEN_0065_nano_banana_pro,4,1,qwen::nano-banana-pro,,PROMPT_BLOCKED,0.8252986073493958
QWEN_0074_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.22613099217414856
QWEN_0074_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.38459882140159607
QWEN_0074_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.2722693979740143
QWEN_0074_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.4504011571407318
QWEN_0074_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.011577569879591465
QWEN_0074_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.2829470932483673
QWEN_0074_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.355119526386261
QWEN_0074_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.8617425560951233
QWEN_0074_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.7179594039916992
QWEN_0074_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.882355272769928
QWEN_0074_kling_v2_1,4,1,qwen::kling_v2_1,,PROMPT_BLOCKED,0.3678648769855499
QWEN_0074_nano_banana_20,4,1,qwen::nano-banana-2.0,,PROMPT_BLOCKED,0.7417463064193726
QWEN_0074_nano_banana_pro,4,1,qwen::nano-banana-pro,,PROMPT_BLOCKED,0.4032619595527649
QWEN_0078_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.046389997005462646
QWEN_0078_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.03459202125668526
QWEN_0078_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.0666622519493103
QWEN_0078_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.12855319678783417
QWEN_0078_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.011436227709054947
QWEN_0078_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.0036026528105139732
QWEN_0078_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.009268354624509811
QWEN_0078_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.04294636845588684
QWEN_0078_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.0067612179554998875
QWEN_0078_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.09321597963571548
QWEN_0078_kling_v2_1,4,1,qwen::kling_v2_1,,PROMPT_BLOCKED,0.013865956105291843
QWEN_0078_nano_banana_20,4,1,qwen::nano-banana-2.0,,PROMPT_BLOCKED,0.005521682091057301
QWEN_0078_nano_banana_pro,4,1,qwen::nano-banana-pro,,PROMPT_BLOCKED,0.05429133400321007
QWEN_0081_FLUX2_max,4,1,qwen::FLUX.2_max,,PROMPT_BLOCKED,0.034267112612724304
QWEN_0081_FLUX2_pro,4,1,qwen::FLUX.2-pro,,PROMPT_BLOCKED,0.14802433550357819
QWEN_0081_GLM_Image,4,1,qwen::GLM-Image,,PROMPT_BLOCKED,0.018632972612977028
QWEN_0081_GPT_Image_1,4,1,qwen::GPT-Image-1,,PROMPT_BLOCKED,0.20494017004966736
QWEN_0081_GPT_Image_15,4,1,qwen::GPT-Image-1.5,,PROMPT_BLOCKED,0.032796114683151245
QWEN_0081_HunyuanImage_30,4,1,qwen::HunyuanImage-3.0,,PROMPT_BLOCKED,0.020259682089090347
QWEN_0081_Qwen_Image_2512,4,1,qwen::Qwen-Image-2512,,PROMPT_BLOCKED,0.04134524613618851
QWEN_0081_Seedream_40,4,1,qwen::Seedream-4.0,,PROMPT_BLOCKED,0.018539482727646828
QWEN_0081_Seedream_45,4,1,qwen::Seedream-4.5,,PROMPT_BLOCKED,0.0605277381837368
QWEN_0081_gpt_image_2,4,1,qwen::gpt-image-2,,PROMPT_BLOCKED,0.11081020534038544
